nome,preco_hoje,stock_hoje,data_hoje,preco_ontem,stock_ontem,data_ontem
Computador King Mod Gamer-PC Mach 5R Ryzen 5 7600X3D 32GB DDR5 2TB RX 9070 XT WiFi W11,"1 699,90 €",Em stock,2025-08-04,"1 749,90 €",Em stock,2025-07-08
