nome,preco_ontem,stock_ontem,data_ontem,preco_hoje,stock_hoje,data_hoje,diferença
Computador King Mod Gamer-PC Powered by MSI - Mach 6 Ryzen 7 9800X3D 32GB DDR5 2TB RTX 5080 WiFi W11,2999.9,Em stock,2025-04-08,2699.9,Em stock,2025-07-07,-300.0
